text,score,label
The temple.,0.9975032210350037,POSITIVE
(Gasps) Hak foo?,0.9953308701515198,NEGATIVE
The bands of Shiva.,0.9768106937408447,POSITIVE
"With these, I will be unstoppable.",0.9979425072669983,POSITIVE
Stop!,0.9989012479782104,NEGATIVE
"Uh, do not take that",0.9939655661582947,NEGATIVE
"which does not belong to you, uh, mortal!",0.9995549321174622,NEGATIVE
Shiva speaks?,0.9596898555755615,NEGATIVE
With a familiar voice.,0.9993813037872314,POSITIVE
Unh!,0.989816427230835,NEGATIVE
"Shiva runs, too.",0.9910781979560852,POSITIVE
Angry crow takes flight!,0.8962714672088623,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Rabid hamster climbs wheel!,0.9749205112457275,NEGATIVE
Whoa!,0.9698188304901123,POSITIVE
"I will get you, chan!",0.9997434020042419,POSITIVE
Hak foo really rolls with the punches.,0.9505067467689514,POSITIVE
"Ok, disappearing spell,",0.7635707855224609,POSITIVE
what shall we make vanish into thin air?,0.999144434928894,NEGATIVE
Homework? (Scoffs) I wish.,0.9976546168327332,NEGATIVE
Ming vase?,0.9781104922294617,NEGATIVE
"Uh, kinda priceless.",0.998979389667511,POSITIVE
Bingo!,0.9913738369941711,POSITIVE
"Xia xu, xia xu, xia xu sandwich!",0.7188856601715088,POSITIVE
I am da bomb!,0.9979161620140076,NEGATIVE
Hak foo seemed very interested in having these relics.,0.9866926074028015,POSITIVE
And uncle is very interested in having his lunch.,0.9988749623298645,POSITIVE
Aiyaa!,0.998225748538971,POSITIVE
Tohru!,0.9978169202804565,POSITIVE
Did you eat my mung bean sandwich?,0.9916532635688782,NEGATIVE
"No, sensei.",0.9980688691139221,NEGATIVE
"I have been here, baking cookies.",0.9873161315917969,POSITIVE
Jade?!,0.9391040802001953,NEGATIVE
Who needs a sandwich anyway,0.9962957501411438,NEGATIVE
"when you can have cookies, huh, uncle?",0.6471644639968872,NEGATIVE
He who partakes in dessert before lunch,0.9667901396751404,POSITIVE
disturbs good chi with bad cholesterol.,0.9983048439025879,NEGATIVE
"Uh, perhaps we should chew on",0.9920382499694824,NEGATIVE
why hak foo may have wanted,0.9944360256195068,NEGATIVE
shiny new wristbands?,0.8972638845443726,NEGATIVE
Yours is not to ask.,0.9903303384780884,POSITIVE
But to fork over! Arr!,0.9942945837974548,NEGATIVE
"You break it, you buy it!",0.9989677667617798,POSITIVE
Sensei?,0.9699786305427551,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
Oh...,0.8561301231384277,NEGATIVE
Tohru! I cannot feel my legs!,0.6389383673667908,POSITIVE
"Give me the bands, chan.",0.9947388768196106,POSITIVE
"Xia xu, xia xu, xia xu, hak foo!",0.8492457270622253,POSITIVE
What?,0.993636965751648,NEGATIVE
"(Gasps) Jackie, no!",0.9933469295501709,NEGATIVE
W-what happened?,0.9964489936828613,NEGATIVE
Where am--we?,0.9955506324768066,NEGATIVE
Geography later. The bands now!,0.9858294129371643,POSITIVE
Shoe!,0.9915041327476501,POSITIVE
No one shoos me--aah!,0.996081531047821,NEGATIVE
"Jade, echoing: Uncle! Come quickly!",0.9518691897392273,NEGATIVE
"Uncle, echoing: Aiyaa!",0.895537793636322,POSITIVE
Bad dream. Bad dream.,0.9996938705444336,NEGATIVE
Bad dream. Bad dream. Bad dream!,0.999692440032959,NEGATIVE
"Tohru sat on me, and my shop is a shambles!",0.9951567053794861,NEGATIVE
"Uncle, I used a disappearing spell on hak foo.",0.9939054846763611,NEGATIVE
You are not supposed to use magic!,0.9983539581298828,NEGATIVE
Jackie! Your niece needs a talking to!,0.9945446252822876,NEGATIVE
Jackie can't hear you,0.9914894104003906,NEGATIVE
"'cause I disappeared him, too.",0.9992989301681519,NEGATIVE
(Gasps) What?!,0.9941509366035461,NEGATIVE
I can hear you!,0.9997573494911194,POSITIVE
Jade! Uncle! I'm not disappeared!,0.9991165995597839,POSITIVE
I'm...Shrunken?,0.9996720552444458,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
"Surely, there must exist a counterspell.",0.9951842427253723,NEGATIVE
Most likely.,0.9978051781654358,POSITIVE
Which spell did you use?,0.9965740442276001,NEGATIVE
"The yeoh cheung archive, book 3, page 95.",0.9422138333320618,POSITIVE
And which limbo-like void did you choose as the destination?,0.9997164607048035,NEGATIVE
"Uh, none.",0.9993991851806641,NEGATIVE
Aiyaa! You must always choose a destination,0.9987437129020691,POSITIVE
when casting a disappearing spell.,0.9818761944770813,NEGATIVE
Jackie could be anywhere!,0.997628390789032,POSITIVE
I sure hope it's somewhere with a phone.,0.9765855073928833,NEGATIVE
Jade! You're a genius!,0.9998657703399658,POSITIVE
(Ring),0.9871588945388794,POSITIVE
Uncle's rare finds. May I help you?,0.9978305697441101,POSITIVE
Hello?,0.9735071659088135,POSITIVE
"Small or large, I will take the bands.",0.9958598017692566,POSITIVE
Who is it? Is it Jackie?,0.9980319142341614,NEGATIVE
Crank call!,0.9940087795257568,NEGATIVE
"Come, we must find counterspell!",0.9943587183952332,NEGATIVE
"Tohru, I will need eye of wombat.",0.8045974373817444,POSITIVE
It's in the refrigerator beside the chopped liver.,0.9963538646697998,NEGATIVE
Bear fishing for salmon!,0.551681637763977,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Ugh! Augh! Pee-yuuu!,0.9976184964179993,NEGATIVE
Hmm. Sensei did not have lunch.,0.994281530380249,NEGATIVE
(Very high-pitched) Tohru!,0.997255265712738,POSITIVE
Tohru! It's me! Jackie!,0.999636173248291,POSITIVE
Jackie!,0.9993489384651184,POSITIVE
(Hums to himself),0.5592932105064392,POSITIVE
Monkey climbs vine!,0.9952215552330017,POSITIVE
"Oh, visual aid.",0.9987682700157166,POSITIVE
Tohru! Over here!,0.997217059135437,POSITIVE
(Hums to himself),0.5592932105064392,POSITIVE
Arr!,0.8628511428833008,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
Ah-ah-choo!,0.9908242225646973,POSITIVE
Kangaroo hop!,0.6261733770370483,POSITIVE
Ugh! Gah!,0.9987951517105103,NEGATIVE
(Coughs),0.9978558421134949,NEGATIVE
A chocolate chip?,0.9778749346733093,NEGATIVE
No. No!,0.9981439113616943,NEGATIVE
No! - No!,0.9985669255256653,NEGATIVE
No! - No!,0.9985669255256653,NEGATIVE
No! - No!,0.9985669255256653,NEGATIVE
(Sputtering),0.9996894598007202,NEGATIVE
Tohru! I need that wombat eye today!,0.9827936887741089,NEGATIVE
"Uh, oh, coming, sensei.",0.9808095097541809,POSITIVE
Uh-oh!,0.9735112190246582,POSITIVE
This counterspell promises to return that which is lost.,0.999201238155365,NEGATIVE
"Wongai, womai. Wongai, womai.",0.8925179839134216,NEGATIVE
"Come on home, Jackie!",0.9989645481109619,POSITIVE
I lost this kite when I was a young boy.,0.9989151954650879,NEGATIVE
And I have been looking for this sock.,0.990606427192688,NEGATIVE
Hello? We're still short one Jackie.,0.9926642775535583,NEGATIVE
Waah!,0.950508713722229,NEGATIVE
Rampaging rhino rams!,0.9932658672332764,NEGATIVE
No rhino! No ramming!,0.9765411019325256,NEGATIVE
"You're going down, chan!",0.9981683492660522,NEGATIVE
Arr!,0.8628511428833008,NEGATIVE
Huh? Aah!,0.9795962572097778,NEGATIVE
This antidote will release from detention,0.6286296844482422,POSITIVE
he who is trapped in another dimension.,0.8458341956138611,NEGATIVE
"Uh, Jackie?",0.8694744110107422,NEGATIVE
"(British accent) It's just me, but thank you ever so much",0.9998608827590942,POSITIVE
for freeing me from that beastly limbo.,0.9725320339202881,POSITIVE
Not Jackie.,0.9971211552619934,NEGATIVE
"(Sniffs) Ah, lunch!",0.9438221454620361,POSITIVE
"Uh, cookie?",0.9814710021018982,NEGATIVE
What's a cookie?,0.9695131778717041,NEGATIVE
(Roars),0.9988576173782349,POSITIVE
Go away!,0.812353789806366,NEGATIVE
I must find another spell.,0.9988983869552612,NEGATIVE
Ya think?,0.9522823095321655,NEGATIVE
I'm on uncle's spell book.,0.9420987367630005,POSITIVE
"Yes, uncle, right here!",0.9996395111083984,POSITIVE
Aah!,0.9799882173538208,POSITIVE
This is a lousy spell book.,0.9997808337211609,NEGATIVE
"From the deepest reaches of the void, we compel you.",0.9966859221458435,POSITIVE
Bring forth our Jackie!,0.9997462630271912,POSITIVE
Arr! Unh!,0.990576982498169,NEGATIVE
Let's try a different kind of spell.,0.9952641725540161,NEGATIVE
Bring forth a sign of Jackie.,0.9996658563613892,POSITIVE
Any sign'll do.,0.9839982986450195,POSITIVE
I am trying! I am trying!,0.9533044099807739,POSITIVE
Arr!,0.8628511428833008,NEGATIVE
It is Jackie communicating with us!,0.9656026363372803,POSITIVE
"No! Look at your computer, Jade!",0.9976410865783691,NEGATIVE
Your computer!,0.9940084218978882,POSITIVE
Chan!,0.9986306428909302,POSITIVE
"I will help myself to the bands,",0.9976612329483032,POSITIVE
after I delete you!,0.9991412162780762,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
Gazelle bounds on stepping stones!,0.9991636276245117,POSITIVE
Can you ask Jackie to communicate with words next time?,0.998330295085907,NEGATIVE
English words? Oh...,0.9749222993850708,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
Huh?,0.9917182922363281,NEGATIVE
"Jackie, where are you?",0.9467890858650208,NEGATIVE
"I'm here, Jade!",0.9995785355567932,POSITIVE
Hear?,0.5058813691139221,NEGATIVE
Time to get within shouting distance.,0.9937093257904053,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
"Excuse me, Jade.",0.9978499412536621,NEGATIVE
"No, Jade! Wait!",0.9976270794868469,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
Aah!,0.9799882173538208,POSITIVE
"Oh, long way up.",0.9769657254219055,POSITIVE
But I will get someone to lend me an ear!,0.5088262557983398,POSITIVE
"It's no use, uncle. These counterspells are lame-o.",0.9996531009674072,NEGATIVE
Billy goat scales mountain.,0.9405022859573364,POSITIVE
(Mutters to himself),0.9965226650238037,NEGATIVE
What?,0.993636965751648,NEGATIVE
These pages are stuck together.,0.9997794032096863,NEGATIVE
"Jade, you have used half of one spell",0.988852858543396,NEGATIVE
and half of another.,0.9976691603660583,NEGATIVE
"Combined, these spells would not disappear Jackie,",0.9963985681533813,POSITIVE
they would shrink him to the size of an ant.,0.9992209672927856,NEGATIVE
Great! That means he's somewhere in...Here.,0.9998180270195007,POSITIVE
Aah! Watch your step!,0.9990535378456116,POSITIVE
Check your shoes!,0.6357481479644775,NEGATIVE
Tohru!,0.9978169202804565,POSITIVE
Toh--unh!,0.9909193515777588,NEGATIVE
Hot cha! I will bring Jackie back in a Hong Kong minute.,0.9995793700218201,POSITIVE
That's what you said 4 counterspells ago.,0.9623873829841614,NEGATIVE
Antidote for disappearing spell: Hard.,0.9988002777099609,NEGATIVE
Shrink spell? Easy.,0.9936010241508484,NEGATIVE
"Hurry, uncle.",0.9992735981941223,NEGATIVE
"No, wait! I cannot return to normal size in here!",0.9992102384567261,NEGATIVE
Behold the bands of Shiva!,0.9983130693435669,POSITIVE
"Uh, yes, they're very pretty, hak foo.",0.9992995262145996,POSITIVE
"But please, if we do not leave here fast,",0.8438564538955688,NEGATIVE
tohru will be in grave danger.,0.9975796341896057,NEGATIVE
So I heard.,0.9920394420623779,POSITIVE
I shall defeat my 2 greatest enemies today.,0.9928454756736755,POSITIVE
Yah!,0.9859976768493652,NEGATIVE
Ow!,0.9866064190864563,NEGATIVE
Ah!,0.9921228289604187,POSITIVE
Arr!,0.8628511428833008,NEGATIVE
Spider eats fly!,0.9845626950263977,POSITIVE
Spider eats earwax!,0.891105592250824,POSITIVE
I--I hear voices. Jackie's voice.,0.9958634376525879,POSITIVE
Screaming about-- about spiders!,0.9771071076393127,NEGATIVE
"Uh, don't lose your head now, tohru.",0.9428378939628601,POSITIVE
Jackie'll be home soon.,0.9992350339889526,POSITIVE
"Kwai jong, kwai jong, kwai jong.",0.9662840962409973,POSITIVE
Oh!,0.9987006187438965,POSITIVE
Unh!,0.989816427230835,NEGATIVE
Ooh! - Ooh!,0.9688292145729065,POSITIVE
"Uncle: Kwai jong, kwai jong, kwai jong.",0.9906574487686157,POSITIVE
"No, uncle! Stop the spell!",0.9986969828605652,NEGATIVE
"Kwai jong, kwai jong, kwai jong, kwai jong.",0.9637483358383179,POSITIVE
All done.,0.9813166856765747,POSITIVE
Tohru! You must stop uncle!,0.9932552576065063,NEGATIVE
I am inside your head!,0.9673216938972473,POSITIVE
Aah!,0.9799882173538208,POSITIVE
(Gasps) Sensei!,0.8783871531486511,NEGATIVE
Jackie says he is inside my head.,0.8322884440422058,POSITIVE
(Gasps) There is no room to grow inside there.,0.9995782971382141,NEGATIVE
You mean tohru's head is gonna go scanner?,0.9932308197021484,NEGATIVE
I cannot reverse the incantation.,0.9338607788085938,NEGATIVE
Ah-ah-ah-choo!,0.9867379069328308,POSITIVE
Jackie!,0.9993489384651184,POSITIVE
Gesundheit!,0.859041154384613,POSITIVE
"Ah, relief.",0.9995226860046387,POSITIVE
(Groans),0.9989073276519775,NEGATIVE
"Uh, new haircut, hak foo?",0.9957436919212341,NEGATIVE
New arms.,0.9990956783294678,POSITIVE
To tear you limb from limb.,0.9930422306060791,POSITIVE
"Uncle, may I?",0.7781887054443359,NEGATIVE
Only this once.,0.6723564267158508,POSITIVE
"Xia xu, xia xu, xia xu, xia xu.",0.6270322799682617,NEGATIVE
Hak foo!,0.9227633476257324,NEGATIVE
"Aw, not again!",0.9794201254844666,NEGATIVE
"Good work, Jade.",0.999842643737793,POSITIVE
"Aw, not really. I was trying to make him disappear.",0.9996603727340698,NEGATIVE
Hello? Kidding!,0.7840445041656494,POSITIVE
"Hey, Jackie? Yes?",0.9978036284446716,POSITIVE
What's your favorite sport?,0.9971534013748169,POSITIVE
The basketball is the best.,0.9998397827148438,POSITIVE
It's the best,0.9998540878295898,POSITIVE
"...and you're sweating, and techniques, good.",0.9998764991760254,POSITIVE
"And movement, and the mind, in that second,",0.9970777034759521,POSITIVE
"what are you doing? Ok, back up--",0.9902089834213257,POSITIVE
that's basketball.,0.9938281178474426,POSITIVE
Wow. You gonna-- chi-chung.,0.9993466734886169,POSITIVE
Huh?,0.9917182922363281,NEGATIVE
"I can beat Michael Jordan. Maybe, I don't know.",0.6132104992866516,NEGATIVE
With my martial arts together.,0.9993674159049988,POSITIVE
Poom! Chlan!,0.9722498655319214,NEGATIVE
"Jade: But, Jackie,",0.5291648507118225,POSITIVE
I can't take first prize at the talent show,0.9995841383934021,NEGATIVE
if I don't have a talent.,0.9990655779838562,NEGATIVE
"Jade, you have a fine talent...",0.9998724460601807,POSITIVE
For getting into trouble.,0.962405264377594,NEGATIVE
Har har.,0.638034462928772,POSITIVE
How about music?,0.9960032105445862,NEGATIVE
(Plays recorder off-key),0.9839736819267273,NEGATIVE
Ugh!,0.9992687106132507,NEGATIVE
Drill team?,0.9981420040130615,NEGATIVE
Oof!,0.9009546637535095,NEGATIVE
Archery?,0.8456750512123108,NEGATIVE
Perhaps something less hazardous to my health...,0.9659291505813599,NEGATIVE
(Gasps),0.9741412401199341,NEGATIVE
Like ventriloquism.,0.9116896986961365,NEGATIVE
Huh?,0.9917182922363281,NEGATIVE
Uncle's not going to like this.,0.9854041934013367,NEGATIVE
"Jade,",0.7591357827186584,POSITIVE
it's a monkey king!,0.9992007613182068,POSITIVE
A what?,0.9928873181343079,NEGATIVE
Man: The monkey king...,0.957302451133728,POSITIVE
A most revered character from ancient folklore.,0.9997180104255676,POSITIVE
Only $20.,0.9945077300071716,NEGATIVE
"Uh, I don't know,",0.9960427284240723,NEGATIVE
he's kinda creepy-looking.,0.9670767188072205,NEGATIVE
You're not so cute yourself!,0.9991521835327148,NEGATIVE
Aah!,0.9799882173538208,POSITIVE
You know how to throw your voice?,0.9985887408256531,NEGATIVE
Jackie as puppet: Jackie won a few talent shows,0.997103750705719,POSITIVE
when he was your age.,0.9870836734771729,POSITIVE
"You gotta teach me, Jackie!",0.9924494028091431,POSITIVE
No finer puppet with which to learn.,0.9995335340499878,NEGATIVE
This hand-carved specimen,0.9970755577087402,POSITIVE
is the only one of its kind.,0.8944966793060303,NEGATIVE
We will take it.,0.9998170733451843,POSITIVE
(Sinister laugh),0.9878637194633484,POSITIVE
Uncle: You bought this,0.997088611125946,POSITIVE
from my competition?!,0.878192663192749,NEGATIVE
"Hey, it broke.",0.9953983426094055,POSITIVE
Because it is junk!,0.9998067021369934,NEGATIVE
Kai ching steals my business,0.9981409311294556,NEGATIVE
by selling cheap trinkets.,0.9993773102760315,NEGATIVE
But Kai ching said it was one of a kind.,0.9839062094688416,POSITIVE
Ow! Ow!,0.9758561849594116,NEGATIVE
And that is 2 of a kind to teach you,0.9990068078041077,POSITIVE
that bringing my competitor's goods into my shop,0.9976546168327332,POSITIVE
invites bad chi.,0.982428252696991,NEGATIVE
"One more thing,",0.9403156042098999,POSITIVE
do you see any monkey kings in here? No?!,0.9982884526252747,NEGATIVE
That is because the monkey king is known,0.9760153293609619,POSITIVE
for his love of mischief.,0.9994995594024658,POSITIVE
And he is creepy-looking.,0.8443297743797302,NEGATIVE
"Uncle, please.",0.9935146570205688,POSITIVE
"It is only a puppet,",0.9875842928886414,NEGATIVE
and Jade's talent show is tomorrow.,0.996110737323761,POSITIVE
You will be sorry.,0.9992795586585999,NEGATIVE
"Come on, you!",0.9991708993911743,POSITIVE
"Here, Jade.",0.9965798258781433,POSITIVE
Let me monkey with it.,0.9083886742591858,NEGATIVE
Hmm.,0.9875869750976562,NEGATIVE
An inscription--,0.996726393699646,POSITIVE
"""to free me of glitches and put you in stitches,",0.9815754890441895,NEGATIVE
"""this merry ape begs",0.8796419501304626,NEGATIVE
"pull my leg.""",0.957793116569519,NEGATIVE
Go for it.,0.9995693564414978,POSITIVE
(Sinister laugh),0.9878637194633484,POSITIVE
(All gasp),0.9233753085136414,POSITIVE
I'm free!,0.9995383024215698,POSITIVE
"Greetings, kiddies!",0.9992930889129639,POSITIVE
The monkey king is in the house!,0.9989584684371948,POSITIVE
"Sorry, no autographs.",0.9989799857139587,NEGATIVE
Nice sumo!,0.9997671246528625,POSITIVE
Is he house-trained?,0.9983308911323547,NEGATIVE
Grrrr!,0.9802795648574829,POSITIVE
What have you done with--,0.8916482329368591,NEGATIVE
(all gasp),0.9233753085136414,POSITIVE
Jackie!,0.9993489384651184,POSITIVE
"No! No, no, no!",0.9965536594390869,NEGATIVE
(Mock crying),0.9914135932922363,NEGATIVE
"What have you done with him, you dirty apes?",0.9952163696289062,NEGATIVE
Apes? - Oh. That would be me.,0.96897292137146,NEGATIVE
"Ha ha ha. Oh, I'm just pulling your leg.",0.9593900442123413,POSITIVE
"Jackie pulled mine, and that's why he's where he is today:",0.9983515739440918,POSITIVE
A proud graduate of...,0.9998675584793091,POSITIVE
Marionette u!,0.7833593487739563,POSITIVE
"Congratulations, you little dummy, you.",0.9998154044151306,POSITIVE
Jackie is not a dummy!,0.9976493716239929,POSITIVE
Change him back!,0.9798921942710876,POSITIVE
"Well, I could, I suppose,",0.9236405491828918,NEGATIVE
"but one of us would have to stay stuck in dollsville,",0.9994511008262634,NEGATIVE
and I ain't never going back!,0.9764106869697571,POSITIVE
"Besides, as the mandrake of mirth,",0.9717621207237244,NEGATIVE
the madcap of monkeys--,0.5402747392654419,NEGATIVE
"don't confuse me with that other monkey king, Kong--",0.9860544800758362,POSITIVE
I have a long list of pranks to pull!,0.9962833523750305,NEGATIVE
Ta-ta.,0.7893996238708496,NEGATIVE
"Tohru, stop him!",0.9941338896751404,NEGATIVE
"Gladly, <i> sensei.</i>",0.9978117346763611,POSITIVE
"Jackie, say something!",0.9990972280502319,POSITIVE
See what happens when you do not listen to uncle.,0.9931622743606567,POSITIVE
(Bell rings),0.9969820380210876,POSITIVE
Monkey king: Special delivery!,0.9984239339828491,POSITIVE
"Oh, please do not laugh.",0.9993547797203064,NEGATIVE
We are dealing with a very sick mind.,0.9950915575027466,NEGATIVE
"Uncle, you have to do something!",0.661793053150177,POSITIVE
I am not geppetto!,0.9973927736282349,NEGATIVE
I do not bring puppets to life!,0.9955549836158752,NEGATIVE
You're a genius!,0.9998772144317627,POSITIVE
"Well, thank you.",0.9998522996902466,POSITIVE
The rat talisman brings motion to the motionless.,0.8622900247573853,NEGATIVE
This oughta get Jackie back on his feet.,0.9947624802589417,NEGATIVE
"Well, it's a start.",0.9995819926261902,POSITIVE
Jackie: What? What is it?,0.997295081615448,NEGATIVE
Uh...Nothing!,0.9997532963752747,NEGATIVE
Do not look in mirror.,0.9769328832626343,NEGATIVE
Bwaaaaa!,0.9695436358451843,NEGATIVE
I told you not to look in mirror!,0.9822323322296143,NEGATIVE
He never listens.,0.9678273797035217,POSITIVE
I am a puppet!,0.9659478664398193,NEGATIVE
A living puppet!,0.9986108541488647,POSITIVE
Not for long.,0.9273056387901306,NEGATIVE
We're gonna find puff the magic monkey,0.9958051443099976,POSITIVE
and make him undo this hoodoo.,0.9953969120979309,NEGATIVE
A row of ducks.,0.9945620894432068,NEGATIVE
Always good for big yuks!,0.9998418092727661,POSITIVE
¶ Babalu ¶,0.8250478506088257,NEGATIVE
how do you know the monkey king went this way?,0.994053304195404,NEGATIVE
Just following the breadcrumbs.,0.9503192901611328,NEGATIVE
Whoa.,0.7333229780197144,POSITIVE
Did I do that?,0.9942508935928345,NEGATIVE
(Ship's horn blares),0.956045389175415,NEGATIVE
I'm king of the world!,0.9998338222503662,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Glacier!,0.9979479908943176,POSITIVE
Don't touch the fur!,0.9941879510879517,NEGATIVE
I'm royalty.,0.9998018145561218,POSITIVE
Give me back my body!,0.7197903394699097,POSITIVE
Aah! The puppet! It spoke!,0.9936750531196594,POSITIVE
Say.,0.945867657661438,POSITIVE
How do you do that? I didn't get to talk when I was wood.,0.9937008619308472,NEGATIVE
"We'll see what we can do, your majesty,",0.9998369216918945,POSITIVE
if you switch places with Jackie.,0.9865257740020752,POSITIVE
So soon?,0.8701785206794739,NEGATIVE
I hate to quit...,0.9394619464874268,NEGATIVE
When I'm on a roll.,0.9996258020401001,POSITIVE
(Gasps) You've gotta be joking!,0.9803121089935303,NEGATIVE
Joking is all he does.,0.9755057692527771,NEGATIVE
Both: Bwaaaaaa!,0.9764273166656494,NEGATIVE
Aahhhhh!,0.7032113075256348,NEGATIVE
Come on!,0.9985017776489258,POSITIVE
(Groans),0.9989073276519775,NEGATIVE
Ha ha ha ha!,0.9548735618591309,NEGATIVE
(Both panting),0.9948746562004089,NEGATIVE
(Both sigh),0.9928966164588928,NEGATIVE
Alley oop!,0.9305747151374817,POSITIVE
Whoaaaa!,0.9271592497825623,NEGATIVE
Uhh!,0.9854512214660645,NEGATIVE
(Gasp) (Gasp),0.8509395718574524,NEGATIVE
Both: Noooooo!,0.8726639747619629,NEGATIVE
"Ooh, instant replay!",0.9962974190711975,POSITIVE
"Jade, wait here.",0.9971227049827576,NEGATIVE
Whoa!,0.9698188304901123,POSITIVE
Knucklehead talks and rocks!,0.999057948589325,POSITIVE
"Go, Jackie.",0.9994816184043884,POSITIVE
Mayday! Mayday!,0.9991728663444519,POSITIVE
Bwaaaa!,0.9665209054946899,NEGATIVE
Look out! Look out! Look out!,0.9993557333946228,POSITIVE
Whoa! - Whoa!,0.9647475481033325,POSITIVE
(Pants),0.5210775136947632,POSITIVE
Why have your doughnut dry,0.999373733997345,NEGATIVE
when you can dunk?!,0.987514317035675,POSITIVE
Jackie?!,0.7993294596672058,NEGATIVE
(Coughs),0.9978558421134949,NEGATIVE
"(Laughs) Oh, that was rich!",0.9997263550758362,POSITIVE
A classic monkeyshine!,0.9960312247276306,POSITIVE
Ha ha ha!,0.9528229832649231,NEGATIVE
"All right, chimp,",0.9997374415397644,POSITIVE
you've had your fun.,0.999876856803894,POSITIVE
There is nothing comical about endangering lives.,0.999626874923706,NEGATIVE
Ha ha ha ha--,0.9582756757736206,NEGATIVE
there isn't?,0.9927482008934021,NEGATIVE
"You two aren't kidding, are you?",0.9530659317970276,NEGATIVE
"You want to stop the laughter,",0.9971917271614075,NEGATIVE
and I just can't let that happen!,0.9756261110305786,POSITIVE
"Ok, we tried reasoning with you.",0.9350374341011047,POSITIVE
No more Mr. nice guy.,0.9858666062355042,POSITIVE
"Jackie, it's time to give happy boy a heapin' helpin'",0.9685616493225098,POSITIVE
of the ancient art of butt whoop!,0.7110925316810608,NEGATIVE
If it's a punch-and-Judy show you want...,0.9885419607162476,POSITIVE
(Whistles),0.9394678473472595,NEGATIVE
Boys...,0.8466036915779114,POSITIVE
Cook his goose!,0.9975981116294861,POSITIVE
Wait! I have no quarrel with you!,0.9443698525428772,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Tag team!,0.9984466433525085,POSITIVE
Whoa!,0.9698188304901123,POSITIVE
Huh?,0.9917182922363281,NEGATIVE
"Dance, little monkey, dance!",0.9988732933998108,POSITIVE
Jackie!,0.9993489384651184,POSITIVE
Ooh. That's got to hurt.,0.9958005547523499,NEGATIVE
Only my pride.,0.8443658351898193,NEGATIVE
"Now, students,",0.9967811107635498,POSITIVE
what have we learned today?,0.9123445153236389,NEGATIVE
You don't want to put the king of comedy in a bad humor!,0.994776725769043,NEGATIVE
Tohru: Hold still.,0.9601712226867676,POSITIVE
Let's hear it for detachable parts.,0.9950796365737915,NEGATIVE
"Jackie, do you wish some wax to restore your shine?",0.9850382208824158,NEGATIVE
"No, thank you!",0.9992602467536926,POSITIVE
I do not plan on being wooden much longer!,0.9692321419715881,NEGATIVE
"Isn't that right, uncle?",0.9273499250411987,NEGATIVE
"Patience, Jackie.",0.8171804547309875,NEGATIVE
"Huh?! At this rate,",0.9923210740089417,NEGATIVE
I will be a puppet forever!,0.9959774613380432,POSITIVE
I do not want to collect dust,0.9995361566543579,NEGATIVE
"in your shop window, uncle!",0.9312838315963745,POSITIVE
Shouldn't we just ask Kai ching if he knows of a remedy?,0.998815655708313,NEGATIVE
What?!,0.9852229356765747,NEGATIVE
Kai ching is the reason you are in this kettle of fish to begin with.,0.955812931060791,NEGATIVE
"Well, that is exactly my point.",0.9945967197418213,POSITIVE
You want me to grovel to that snake oil salesman?!,0.9975728392601013,NEGATIVE
Never! I have everything I need,0.9294691681861877,POSITIVE
"to research an antidote for you right here,",0.9842331409454346,POSITIVE
thank you.,0.9998457431793213,POSITIVE
I say we see that chuckling chimp about an antidote!,0.7468048334121704,NEGATIVE
"We have had enough monkey business, Jade!",0.9895512461662292,POSITIVE
And you need to go to school.,0.9945514798164368,NEGATIVE
"But, Jackie,",0.9697740077972412,POSITIVE
this is way more important,0.9984928369522095,POSITIVE
than anything going on at schoo--,0.9525872468948364,NEGATIVE
(gasps),0.9741412401199341,NEGATIVE
The talent show!,0.9983471632003784,POSITIVE
It's today! I have to win!,0.9997712969779968,POSITIVE
"First prize is a trip to moose world, Florida!",0.9980887770652771,POSITIVE
What am I gonna do?,0.9531278610229492,NEGATIVE
"Oh, no.",0.9975526928901672,NEGATIVE
No! No no no!,0.9950437545776367,NEGATIVE
Um...,0.9784900546073914,NEGATIVE
A horse walks into a doctor's office.,0.9337441325187683,NEGATIVE
"The doctor asks, ""why the long face?""",0.9967579245567322,NEGATIVE
(Audience laughs),0.9997448325157166,POSITIVE
It's not bad enough those two want to drop the curtain on me.,0.9992018342018127,POSITIVE
Now they're stealing my thunder?,0.9955381155014038,NEGATIVE
"A brief pause in my pranks, then,",0.9892584681510925,NEGATIVE
while I kibosh the competition!,0.9927976727485657,NEGATIVE
"(Whispering) Jade, I don't think this is competing fairly.",0.9975341558456421,NEGATIVE
"Zip the lips, Jackie!",0.9889590740203857,POSITIVE
You're gonna tank my act!,0.9983717799186707,NEGATIVE
Stop the show!,0.9992576241493225,NEGATIVE
(Gasps),0.9741412401199341,NEGATIVE
